Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Communiquer auprès des clients sur la sobriété eau,"Création d’une ligne budgétaire dédiée à l’adaptation, couvrant diagnostics, travaux prioritaires et entretien renforcé. Les dépenses sont planifiées avant les dommages, ce qui évite des réparations urgentes plus coûteuses après un aléa climatique.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,8
"Installer mitigeurs, réducteurs de débit et chasses double débit","Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tempêtes perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Installer des tensiomètres pour piloter l’arrosage,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux tempêtes, ce qui réduit les interruptions et les surcoûts.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,6
Installer des toilettes sèches,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les tempêtes perturbent le site.",Stress Hydrique; Tempêtes; Submersion marine,Technique,CAPEX majoritaire > court terme,250 000 €,10,Long terme,2
Limiter drastiquement l’artificialisation des sols touristiques,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Biodiversité; Vague de chaleur; Inondation pluie,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Préserver et restaurer les continuités écologiques,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Biodiversité; Modif T° air; Stress Hydrique; Vague de chaleur,Fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Supprimer les pollutions touristiques vers les milieux naturels,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Biodiversité; Stress Hydrique,Fondées sur la nature,OPEX main d’œuvre,25 000 €,1,Long terme,6
Nouer des partenariats avec des associations naturalistes,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Biodiversité; Modif T° air,Fondées sur la nature,OPEX main d’œuvre,25 000 €,1,Long terme,6
Soutenir l’essor d’une offre d’écotourisme,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Biodiversité,Ressources humaines,CAPEX majoritaire > court terme,15 000 €,1,Court terme,0
Protéger les habitats naturels pendant les chantiers,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Biodiversité,Fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,Court terme,6
Classer les actions par familles d’intervention,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Stress Hydrique; Biodiversité; Modif T° air; Chaleur extrême; Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,4
Encourager les transports peu carbonés,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Modif T° air; Biodiversité; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Adapter l’offre d’activités proches d’espaces fragiles,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Biodiversité,Organisationnelles,OPEX main d’œuvre,50 000 €,2,Long terme,6
Adapter les ouvrages aux mouvements de terrain,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",RGA; Mouvements de terrain,Technique,OPEX main d’œuvre,250 000 €,10,Long terme,4
Acquérir ou exproprier les biens soumis à risque naturel majeur,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",RGA; Mouvements de terrain,Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Éloigner la végétation du bâti ou installer un écran racinaire,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",RGA; Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,6
Réaliser un dispositif de drainage,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",RGA; Fortes pluies; Stress Hydrique; Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
"Réglementer fumer, feux et bivouac en zones exposées","Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Feux de forêt; Vague de chaleur; Stress Hydrique,Ressources humaines,Capital humain,50 000 €,2,Court terme,7
Aligner le SCOT et le PLU sur la contrainte hydrique,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Feux de forêt; Vague de chaleur; Stress Hydrique,Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,1
Interdire l’accès aux zones touristiques en risque incendie élevé,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Feux de forêt; Vague de chaleur,Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,0
Entretenir les éléments de prévention incendie,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Feux de forêt; Vague de chaleur,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,0
Surveiller quotidiennement les indices de feu,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Feux de forêt; Vague de chaleur,Technique,OPEX main d’œuvre,50 000 €,2,Court terme,7
Adapter les périodes d’ouverture des pistes,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Enneigement; Vague de chaleur; Modif T° air; Retrait glaciaire; Stress Hydrique,Technique,OPEX main d’œuvre,50 000 €,2,Moyen terme,0
Utiliser la neige de culture comme solution temporaire encadrée,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Enneigement; Stress Hydrique; Modif T° air,Technique,OPEX eau,50 000 €,2,Moyen terme,0
Organiser des campagnes de communication réalistes sur l’enneigement,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Enneigement; Modif T° air,Ressources humaines,Capital humain,30 000 €,1,Court terme,7
Mettre en œuvre des partenariats entre stations,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Enneigement; Modif T° air,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,3
Entretenir pistes et gérer l’enneigement de manière adaptative,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Enneigement; Stress Hydrique,Technique,CAPEX majoritaire > court terme,250 000 €,10,Court terme,6
Développer des niches d’innovation pour la transformation des stations,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Enneigement; Modif T° air,Financières,Section par défaut,30 000 €,1,Court terme,7
