Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Adapter les réglementations et activités touristiques à la ressource en eau,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Stress Hydrique; Vague de chaleur; Biodiversité,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,250 000 €,10,Moyen terme,6
Participer aux instances de gouvernance de l’eau,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,10
Établir des zones sans plaisance sur milieux aquatiques,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes pluies et inondations.",Stress Hydrique; Biodiversité; Inondation fluviale,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Diversifier l’économie lacustre,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les sécheresse menacent la continuité des activités.",Stress Hydrique,Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Adapter les infrastructures nautiques à la baisse du niveau d’eau,"Rénovation d’un bâtiment prioritaire avec isolation renforcée, protections solaires, ventilation nocturne et vérification des seuils d’inondation au rez-de-chaussée. Les occupants restent protégés et les activités essentielles peuvent continuer pendant les épisodes climatiques extrêmes.",Stress Hydrique; Tempêtes; Submersion marine,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Gérer et récupérer les eaux pluviales à l’échelle territoriale,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Stress Hydrique; Fortes pluies; Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Limiter le ruissellement à l’échelle,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Fortes pluies; Inondation pluie; Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Communiquer auprès des clients sur la sobriété eau,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,5
"Installer mitigeurs, réducteurs de débit et chasses double débit","Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Installer des tensiomètres pour piloter l’arrosage,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Installer des toilettes sèches,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",Stress Hydrique; Tempêtes; Submersion marine,Technique,CAPEX majoritaire > court terme,250 000 €,10,Long terme,0
Limiter drastiquement l’artificialisation des sols touristiques,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Biodiversité; Vague de chaleur; Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Supprimer les pollutions touristiques vers les milieux naturels,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux sécheresse.",Biodiversité; Stress Hydrique,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,6
Nouer des partenariats avec des associations naturalistes,"Aménagement d’un espace pilote avec végétation locale, sol perméable et suivi de l’eau disponible. Le site gagne en fraîcheur, absorbe mieux les pluies et devient plus résistant face aux fortes chaleurs.",Biodiversité; Modif T° air,Solutions fondées sur la nature,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,6
Soutenir l’essor d’une offre d’écotourisme,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des érosion de la biodiversité.",Biodiversité,Humaines,CAPEX majoritaire > court terme,15 000 €,1,Court terme,6
Protéger les habitats naturels pendant les chantiers,"Conservation d’une zone refuge non tondue, plantation de haies locales et liaison entre deux espaces verts par un corridor écologique. Les espèces trouvent des abris et peuvent se déplacer malgré la chaleur, la sécheresse ou les travaux sur le site.",Biodiversité,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,3,Court terme,6
Classer les actions par familles d’intervention,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique; Biodiversité; Modif T° air; Chaleur extrême; Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Encourager les transports peu carbonés,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Modif T° air; Biodiversité; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Adapter l’offre d’activités proches d’espaces fragiles,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les érosion de la biodiversité menacent la continuité des activités.",Biodiversité,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Long terme,6
Acquérir ou exproprier les biens soumis à risque naturel majeur,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux retrait-gonflement des argiles, ce qui réduit les interruptions et les surcoûts.",RGA; Mouvements de terrain,Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Éloigner la végétation du bâti ou installer un écran racinaire,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les sécheresse perturbent le site.",RGA; Stress Hydrique,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Réaliser un dispositif de drainage,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",RGA; Fortes pluies; Stress Hydrique; Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
"Réglementer fumer, feux et bivouac en zones exposées","Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Feux de forêt; Vague de chaleur; Stress Hydrique,Humaines,Capital humain,50 000 €,2,Court terme,0
Aligner le SCOT et le PLU sur la contrainte hydrique,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Feux de forêt; Vague de chaleur; Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,0
Interdire l’accès aux zones touristiques en risque incendie élevé,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Feux de forêt; Vague de chaleur,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Entretenir les éléments de prévention incendie,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Feux de forêt; Vague de chaleur,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Surveiller quotidiennement les indices de feu,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Feux de forêt; Vague de chaleur,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Court terme,0
